ClaimId,ScoredDate,ModelVersion,FraudScore
70,2025-09-05,XGB_optuna_smote_513eddb2,0.00065196934
71,2025-09-05,XGB_optuna_smote_513eddb2,4.5189678e-05
72,2025-09-05,XGB_optuna_smote_513eddb2,6.237916e-07
73,2025-09-05,XGB_optuna_smote_513eddb2,0.0010697851
74,2025-09-05,XGB_optuna_smote_513eddb2,0.0017934999
75,2025-09-05,XGB_optuna_smote_513eddb2,0.087561704
76,2025-09-05,XGB_optuna_smote_513eddb2,0.110974565
77,2025-09-05,XGB_optuna_smote_513eddb2,0.002949898
78,2025-09-05,XGB_optuna_smote_513eddb2,3.741008e-05
79,2025-09-05,XGB_optuna_smote_513eddb2,3.4896975e-06
80,2025-09-05,XGB_optuna_smote_513eddb2,0.016029801
81,2025-09-05,XGB_optuna_smote_513eddb2,0.000619717
82,2025-09-05,XGB_optuna_smote_513eddb2,0.0014124452
83,2025-09-05,XGB_optuna_smote_513eddb2,0.0896542
84,2025-09-05,XGB_optuna_smote_513eddb2,0.030462328
85,2025-09-05,XGB_optuna_smote_513eddb2,0.15705933
86,2025-09-05,XGB_optuna_smote_513eddb2,0.9758025
87,2025-09-05,XGB_optuna_smote_513eddb2,0.029510345
88,2025-09-05,XGB_optuna_smote_513eddb2,0.00060862734
89,2025-09-05,XGB_optuna_smote_513eddb2,0.027465334
90,2025-09-05,XGB_optuna_smote_513eddb2,0.0013354128
91,2025-09-05,XGB_optuna_smote_513eddb2,0.0008096198
92,2025-09-05,XGB_optuna_smote_513eddb2,0.03065603
93,2025-09-05,XGB_optuna_smote_513eddb2,0.00010898333
94,2025-09-05,XGB_optuna_smote_513eddb2,0.005472084
95,2025-09-05,XGB_optuna_smote_513eddb2,0.0013179164
96,2025-09-05,XGB_optuna_smote_513eddb2,0.00014553734
97,2025-09-05,XGB_optuna_smote_513eddb2,0.02923746
98,2025-09-05,XGB_optuna_smote_513eddb2,0.05590893
99,2025-09-05,XGB_optuna_smote_513eddb2,0.010254664
100,2025-09-05,XGB_optuna_smote_513eddb2,0.04166438
101,2025-09-05,XGB_optuna_smote_513eddb2,0.9785705
102,2025-09-05,XGB_optuna_smote_513eddb2,0.0013027807
103,2025-09-05,XGB_optuna_smote_513eddb2,0.008019429
104,2025-09-05,XGB_optuna_smote_513eddb2,0.01407834
105,2025-09-05,XGB_optuna_smote_513eddb2,0.00020504366
106,2025-09-05,XGB_optuna_smote_513eddb2,0.007692593
107,2025-09-05,XGB_optuna_smote_513eddb2,0.00021514953
108,2025-09-05,XGB_optuna_smote_513eddb2,0.99593997
109,2025-09-05,XGB_optuna_smote_513eddb2,0.022847347
110,2025-09-05,XGB_optuna_smote_513eddb2,0.010533469
111,2025-09-05,XGB_optuna_smote_513eddb2,0.058543075
112,2025-09-05,XGB_optuna_smote_513eddb2,0.00081401214
113,2025-09-05,XGB_optuna_smote_513eddb2,0.011152761
114,2025-09-05,XGB_optuna_smote_513eddb2,0.0020057333
115,2025-09-05,XGB_optuna_smote_513eddb2,0.003663512
116,2025-09-05,XGB_optuna_smote_513eddb2,0.00070078723
117,2025-09-05,XGB_optuna_smote_513eddb2,0.9972518
118,2025-09-05,XGB_optuna_smote_513eddb2,0.0004032739
119,2025-09-05,XGB_optuna_smote_513eddb2,0.99165994
120,2025-09-05,XGB_optuna_smote_513eddb2,0.0025558562
121,2025-09-05,XGB_optuna_smote_513eddb2,0.0009451849
122,2025-09-05,XGB_optuna_smote_513eddb2,0.018991701
123,2025-09-05,XGB_optuna_smote_513eddb2,0.025679104
124,2025-09-05,XGB_optuna_smote_513eddb2,0.00027439606
125,2025-09-05,XGB_optuna_smote_513eddb2,0.0004103227
126,2025-09-05,XGB_optuna_smote_513eddb2,0.0060381168
127,2025-09-05,XGB_optuna_smote_513eddb2,0.0119557455
128,2025-09-05,XGB_optuna_smote_513eddb2,0.004151776
129,2025-09-05,XGB_optuna_smote_513eddb2,0.0015795007
130,2025-09-05,XGB_optuna_smote_513eddb2,0.0006737634
131,2025-09-05,XGB_optuna_smote_513eddb2,0.001433696
132,2025-09-05,XGB_optuna_smote_513eddb2,0.018019466
133,2025-09-05,XGB_optuna_smote_513eddb2,0.0002407831
134,2025-09-05,XGB_optuna_smote_513eddb2,0.00061743835
135,2025-09-05,XGB_optuna_smote_513eddb2,0.98426867
136,2025-09-05,XGB_optuna_smote_513eddb2,4.170243e-05
137,2025-09-05,XGB_optuna_smote_513eddb2,0.00067779375
138,2025-09-05,XGB_optuna_smote_513eddb2,0.0009665816
139,2025-09-05,XGB_optuna_smote_513eddb2,0.0020832226
140,2025-09-05,XGB_optuna_smote_513eddb2,5.7850742e-05
141,2025-09-05,XGB_optuna_smote_513eddb2,0.0047418387
142,2025-09-05,XGB_optuna_smote_513eddb2,0.0007534936
143,2025-09-05,XGB_optuna_smote_513eddb2,0.021706602
144,2025-09-05,XGB_optuna_smote_513eddb2,0.024435125
145,2025-09-05,XGB_optuna_smote_513eddb2,0.0039592716
146,2025-09-05,XGB_optuna_smote_513eddb2,0.0002642046
147,2025-09-05,XGB_optuna_smote_513eddb2,0.024700291
148,2025-09-05,XGB_optuna_smote_513eddb2,0.01893292
149,2025-09-05,XGB_optuna_smote_513eddb2,0.003794362
150,2025-09-05,XGB_optuna_smote_513eddb2,0.086841114
151,2025-09-05,XGB_optuna_smote_513eddb2,0.0007525636
152,2025-09-05,XGB_optuna_smote_513eddb2,0.9769041
153,2025-09-05,XGB_optuna_smote_513eddb2,0.0002272957
154,2025-09-05,XGB_optuna_smote_513eddb2,0.0050904327
155,2025-09-05,XGB_optuna_smote_513eddb2,0.022031412
156,2025-09-05,XGB_optuna_smote_513eddb2,0.013756274
157,2025-09-05,XGB_optuna_smote_513eddb2,0.0033700205
158,2025-09-05,XGB_optuna_smote_513eddb2,0.004469273
159,2025-09-05,XGB_optuna_smote_513eddb2,0.0039375424
160,2025-09-05,XGB_optuna_smote_513eddb2,0.029932562
161,2025-09-05,XGB_optuna_smote_513eddb2,0.013282934
162,2025-09-05,XGB_optuna_smote_513eddb2,0.009581864
163,2025-09-05,XGB_optuna_smote_513eddb2,0.029331286
164,2025-09-05,XGB_optuna_smote_513eddb2,0.0020834852
165,2025-09-05,XGB_optuna_smote_513eddb2,0.11290348
166,2025-09-05,XGB_optuna_smote_513eddb2,8.2857905e-06
167,2025-09-05,XGB_optuna_smote_513eddb2,6.043373e-07
168,2025-09-05,XGB_optuna_smote_513eddb2,0.007842503
169,2025-09-05,XGB_optuna_smote_513eddb2,0.0013048776
170,2025-09-05,XGB_optuna_smote_513eddb2,5.03441e-05
171,2025-09-05,XGB_optuna_smote_513eddb2,0.00035524231
172,2025-09-05,XGB_optuna_smote_513eddb2,0.016185157
173,2025-09-05,XGB_optuna_smote_513eddb2,0.111832194
174,2025-09-05,XGB_optuna_smote_513eddb2,0.025179416
175,2025-09-05,XGB_optuna_smote_513eddb2,0.0015079194
176,2025-09-05,XGB_optuna_smote_513eddb2,0.01331373
177,2025-09-05,XGB_optuna_smote_513eddb2,0.0007716476
178,2025-09-05,XGB_optuna_smote_513eddb2,0.008585814
179,2025-09-05,XGB_optuna_smote_513eddb2,7.904868e-06
180,2025-09-05,XGB_optuna_smote_513eddb2,0.0021366288
181,2025-09-05,XGB_optuna_smote_513eddb2,0.0016797091
182,2025-09-05,XGB_optuna_smote_513eddb2,1.6238029e-06
183,2025-09-05,XGB_optuna_smote_513eddb2,0.20163465
184,2025-09-05,XGB_optuna_smote_513eddb2,0.1178468
185,2025-09-05,XGB_optuna_smote_513eddb2,0.020889765
186,2025-09-05,XGB_optuna_smote_513eddb2,0.0040529384
187,2025-09-05,XGB_optuna_smote_513eddb2,0.023067843
188,2025-09-05,XGB_optuna_smote_513eddb2,0.009241029
189,2025-09-05,XGB_optuna_smote_513eddb2,0.045993116
190,2025-09-05,XGB_optuna_smote_513eddb2,0.0011776058
191,2025-09-05,XGB_optuna_smote_513eddb2,0.02173758
192,2025-09-05,XGB_optuna_smote_513eddb2,0.0046321293
193,2025-09-05,XGB_optuna_smote_513eddb2,0.98038095
194,2025-09-05,XGB_optuna_smote_513eddb2,0.0037063689
195,2025-09-05,XGB_optuna_smote_513eddb2,0.012287151
196,2025-09-05,XGB_optuna_smote_513eddb2,0.015625626
197,2025-09-05,XGB_optuna_smote_513eddb2,0.12458738
198,2025-09-05,XGB_optuna_smote_513eddb2,0.0020156386
199,2025-09-05,XGB_optuna_smote_513eddb2,0.015135787
200,2025-09-05,XGB_optuna_smote_513eddb2,0.9861434
201,2025-09-05,XGB_optuna_smote_513eddb2,1.0051456e-05
202,2025-09-05,XGB_optuna_smote_513eddb2,0.025440102
203,2025-09-05,XGB_optuna_smote_513eddb2,0.0091816
204,2025-09-05,XGB_optuna_smote_513eddb2,0.97767013
205,2025-09-05,XGB_optuna_smote_513eddb2,0.011774197
206,2025-09-05,XGB_optuna_smote_513eddb2,0.98755914
207,2025-09-05,XGB_optuna_smote_513eddb2,0.0008145937
208,2025-09-05,XGB_optuna_smote_513eddb2,0.097521715
209,2025-09-05,XGB_optuna_smote_513eddb2,0.0003639887
210,2025-09-05,XGB_optuna_smote_513eddb2,6.48654e-05
211,2025-09-05,XGB_optuna_smote_513eddb2,0.010951625
212,2025-09-05,XGB_optuna_smote_513eddb2,0.010466863
213,2025-09-05,XGB_optuna_smote_513eddb2,0.008756408
214,2025-09-05,XGB_optuna_smote_513eddb2,0.0008276263
215,2025-09-05,XGB_optuna_smote_513eddb2,0.029865727
216,2025-09-05,XGB_optuna_smote_513eddb2,0.9793748
217,2025-09-05,XGB_optuna_smote_513eddb2,0.10090555
218,2025-09-05,XGB_optuna_smote_513eddb2,0.024640685
219,2025-09-05,XGB_optuna_smote_513eddb2,0.088188834
220,2025-09-05,XGB_optuna_smote_513eddb2,0.00455092
221,2025-09-05,XGB_optuna_smote_513eddb2,0.081148185
222,2025-09-05,XGB_optuna_smote_513eddb2,0.04709358
223,2025-09-05,XGB_optuna_smote_513eddb2,0.105310194
224,2025-09-05,XGB_optuna_smote_513eddb2,0.0036456129
225,2025-09-05,XGB_optuna_smote_513eddb2,0.0005785884
226,2025-09-05,XGB_optuna_smote_513eddb2,0.00020070848
227,2025-09-05,XGB_optuna_smote_513eddb2,0.026436832
228,2025-09-05,XGB_optuna_smote_513eddb2,0.00010008357
229,2025-09-05,XGB_optuna_smote_513eddb2,0.037325148
230,2025-09-05,XGB_optuna_smote_513eddb2,0.0015675984
231,2025-09-05,XGB_optuna_smote_513eddb2,0.00028846285
232,2025-09-05,XGB_optuna_smote_513eddb2,0.0007761628
233,2025-09-05,XGB_optuna_smote_513eddb2,0.95613134
234,2025-09-05,XGB_optuna_smote_513eddb2,0.061716024
235,2025-09-05,XGB_optuna_smote_513eddb2,0.9911436
236,2025-09-05,XGB_optuna_smote_513eddb2,0.0015515708
237,2025-09-05,XGB_optuna_smote_513eddb2,0.9854879
238,2025-09-05,XGB_optuna_smote_513eddb2,0.0017759865
239,2025-09-05,XGB_optuna_smote_513eddb2,0.050185945
240,2025-09-05,XGB_optuna_smote_513eddb2,0.016184943
241,2025-09-05,XGB_optuna_smote_513eddb2,0.0148015665
242,2025-09-05,XGB_optuna_smote_513eddb2,0.0042421087
243,2025-09-05,XGB_optuna_smote_513eddb2,0.0019058307
244,2025-09-05,XGB_optuna_smote_513eddb2,0.00020262091
245,2025-09-05,XGB_optuna_smote_513eddb2,0.00023652473
246,2025-09-05,XGB_optuna_smote_513eddb2,0.014902842
247,2025-09-05,XGB_optuna_smote_513eddb2,0.013003668
248,2025-09-05,XGB_optuna_smote_513eddb2,0.002108618
249,2025-09-05,XGB_optuna_smote_513eddb2,0.00032236488
250,2025-09-05,XGB_optuna_smote_513eddb2,0.035455357
251,2025-09-05,XGB_optuna_smote_513eddb2,0.007919559
252,2025-09-05,XGB_optuna_smote_513eddb2,0.0043175775
253,2025-09-05,XGB_optuna_smote_513eddb2,0.0004277352
254,2025-09-05,XGB_optuna_smote_513eddb2,0.017524747
255,2025-09-05,XGB_optuna_smote_513eddb2,0.0020120428
256,2025-09-05,XGB_optuna_smote_513eddb2,0.003534608
257,2025-09-05,XGB_optuna_smote_513eddb2,0.00091719895
258,2025-09-05,XGB_optuna_smote_513eddb2,0.00042822622
259,2025-09-05,XGB_optuna_smote_513eddb2,0.008189621
260,2025-09-05,XGB_optuna_smote_513eddb2,0.004923515
261,2025-09-05,XGB_optuna_smote_513eddb2,4.4137643e-05
262,2025-09-05,XGB_optuna_smote_513eddb2,0.033955608
263,2025-09-05,XGB_optuna_smote_513eddb2,0.0002177806
264,2025-09-05,XGB_optuna_smote_513eddb2,0.00022870176
265,2025-09-05,XGB_optuna_smote_513eddb2,0.0015263284
266,2025-09-05,XGB_optuna_smote_513eddb2,0.0019702052
267,2025-09-05,XGB_optuna_smote_513eddb2,0.006705203
268,2025-09-05,XGB_optuna_smote_513eddb2,0.0018473865
269,2025-09-05,XGB_optuna_smote_513eddb2,0.009364043
270,2025-09-05,XGB_optuna_smote_513eddb2,0.0028161898
271,2025-09-05,XGB_optuna_smote_513eddb2,0.0065281466
272,2025-09-05,XGB_optuna_smote_513eddb2,0.004877593
273,2025-09-05,XGB_optuna_smote_513eddb2,0.008250732
274,2025-09-05,XGB_optuna_smote_513eddb2,0.001749572
275,2025-09-05,XGB_optuna_smote_513eddb2,7.727798e-05
276,2025-09-05,XGB_optuna_smote_513eddb2,0.052003562
277,2025-09-05,XGB_optuna_smote_513eddb2,0.041182242
278,2025-09-05,XGB_optuna_smote_513eddb2,0.053162172
279,2025-09-05,XGB_optuna_smote_513eddb2,0.010899998
280,2025-09-05,XGB_optuna_smote_513eddb2,0.0012257104
281,2025-09-05,XGB_optuna_smote_513eddb2,0.0027322464
282,2025-09-05,XGB_optuna_smote_513eddb2,0.9851282
283,2025-09-05,XGB_optuna_smote_513eddb2,0.033154402
284,2025-09-05,XGB_optuna_smote_513eddb2,3.417838e-05
285,2025-09-05,XGB_optuna_smote_513eddb2,0.0077111237
286,2025-09-05,XGB_optuna_smote_513eddb2,0.9943321
287,2025-09-05,XGB_optuna_smote_513eddb2,0.009331007
288,2025-09-05,XGB_optuna_smote_513eddb2,0.00056558265
289,2025-09-05,XGB_optuna_smote_513eddb2,0.0006190635
290,2025-09-05,XGB_optuna_smote_513eddb2,0.028710874
291,2025-09-05,XGB_optuna_smote_513eddb2,0.0011678365
292,2025-09-05,XGB_optuna_smote_513eddb2,0.0072741834
293,2025-09-05,XGB_optuna_smote_513eddb2,0.0069542793
294,2025-09-05,XGB_optuna_smote_513eddb2,0.023514254
295,2025-09-05,XGB_optuna_smote_513eddb2,0.023555746
296,2025-09-05,XGB_optuna_smote_513eddb2,0.0019855439
297,2025-09-05,XGB_optuna_smote_513eddb2,0.090095475
298,2025-09-05,XGB_optuna_smote_513eddb2,0.007198714
299,2025-09-05,XGB_optuna_smote_513eddb2,0.003352918
300,2025-09-05,XGB_optuna_smote_513eddb2,0.027866736
301,2025-09-05,XGB_optuna_smote_513eddb2,0.015645104
302,2025-09-05,XGB_optuna_smote_513eddb2,0.003256086
303,2025-09-05,XGB_optuna_smote_513eddb2,0.0044365698
304,2025-09-05,XGB_optuna_smote_513eddb2,0.009240244
305,2025-09-05,XGB_optuna_smote_513eddb2,0.0009276929
306,2025-09-05,XGB_optuna_smote_513eddb2,0.12806794
307,2025-09-05,XGB_optuna_smote_513eddb2,0.0008485714
308,2025-09-05,XGB_optuna_smote_513eddb2,0.0043213097
309,2025-09-05,XGB_optuna_smote_513eddb2,0.00277746
310,2025-09-05,XGB_optuna_smote_513eddb2,0.018966286
311,2025-09-05,XGB_optuna_smote_513eddb2,0.0013231201
312,2025-09-05,XGB_optuna_smote_513eddb2,0.9869921
313,2025-09-05,XGB_optuna_smote_513eddb2,0.024723757
314,2025-09-05,XGB_optuna_smote_513eddb2,0.035177797
315,2025-09-05,XGB_optuna_smote_513eddb2,0.032297436
316,2025-09-05,XGB_optuna_smote_513eddb2,0.005472699
317,2025-09-05,XGB_optuna_smote_513eddb2,0.9980907
318,2025-09-05,XGB_optuna_smote_513eddb2,0.43250725
319,2025-09-05,XGB_optuna_smote_513eddb2,0.0009969003
320,2025-09-05,XGB_optuna_smote_513eddb2,0.012357155
321,2025-09-05,XGB_optuna_smote_513eddb2,0.008193682
322,2025-09-05,XGB_optuna_smote_513eddb2,0.0066378918
323,2025-09-05,XGB_optuna_smote_513eddb2,0.0070839007
324,2025-09-05,XGB_optuna_smote_513eddb2,0.0001179273
325,2025-09-05,XGB_optuna_smote_513eddb2,0.00024903822
326,2025-09-05,XGB_optuna_smote_513eddb2,0.00090663094
327,2025-09-05,XGB_optuna_smote_513eddb2,0.012634368
328,2025-09-05,XGB_optuna_smote_513eddb2,1.7326356e-05
329,2025-09-05,XGB_optuna_smote_513eddb2,0.009191927
330,2025-09-05,XGB_optuna_smote_513eddb2,0.022963211
331,2025-09-05,XGB_optuna_smote_513eddb2,0.011783222
332,2025-09-05,XGB_optuna_smote_513eddb2,0.9951208
333,2025-09-05,XGB_optuna_smote_513eddb2,0.0025561517
334,2025-09-05,XGB_optuna_smote_513eddb2,0.0079583125
335,2025-09-05,XGB_optuna_smote_513eddb2,0.0041862912
336,2025-09-05,XGB_optuna_smote_513eddb2,0.0019719838
337,2025-09-05,XGB_optuna_smote_513eddb2,3.4996192e-06
338,2025-09-05,XGB_optuna_smote_513eddb2,1.7753544e-05
339,2025-09-05,XGB_optuna_smote_513eddb2,0.0011033235
340,2025-09-05,XGB_optuna_smote_513eddb2,0.039076537
341,2025-09-05,XGB_optuna_smote_513eddb2,0.0035242403
342,2025-09-05,XGB_optuna_smote_513eddb2,0.001478064
343,2025-09-05,XGB_optuna_smote_513eddb2,0.02212739
344,2025-09-05,XGB_optuna_smote_513eddb2,0.0004944359
345,2025-09-05,XGB_optuna_smote_513eddb2,0.0013834415
346,2025-09-05,XGB_optuna_smote_513eddb2,0.0026589986
347,2025-09-05,XGB_optuna_smote_513eddb2,0.010020532
348,2025-09-05,XGB_optuna_smote_513eddb2,0.02363969
349,2025-09-05,XGB_optuna_smote_513eddb2,0.9687697
350,2025-09-05,XGB_optuna_smote_513eddb2,0.00020223568
351,2025-09-05,XGB_optuna_smote_513eddb2,0.0016271052
352,2025-09-05,XGB_optuna_smote_513eddb2,0.0068065673
353,2025-09-05,XGB_optuna_smote_513eddb2,0.026641859
354,2025-09-05,XGB_optuna_smote_513eddb2,0.14197029
355,2025-09-05,XGB_optuna_smote_513eddb2,0.067576125
356,2025-09-05,XGB_optuna_smote_513eddb2,0.22594784
357,2025-09-05,XGB_optuna_smote_513eddb2,0.9607852
358,2025-09-05,XGB_optuna_smote_513eddb2,0.009060366
359,2025-09-05,XGB_optuna_smote_513eddb2,0.0068712286
360,2025-09-05,XGB_optuna_smote_513eddb2,0.019806232
361,2025-09-05,XGB_optuna_smote_513eddb2,0.04952608
362,2025-09-05,XGB_optuna_smote_513eddb2,0.0015556959
363,2025-09-05,XGB_optuna_smote_513eddb2,0.0032287918
364,2025-09-05,XGB_optuna_smote_513eddb2,0.05237521
365,2025-09-05,XGB_optuna_smote_513eddb2,0.015281422
366,2025-09-05,XGB_optuna_smote_513eddb2,0.03139448
367,2025-09-05,XGB_optuna_smote_513eddb2,0.09393428
368,2025-09-05,XGB_optuna_smote_513eddb2,0.013471812
369,2025-09-05,XGB_optuna_smote_513eddb2,0.0065219
370,2025-09-05,XGB_optuna_smote_513eddb2,0.030199954
371,2025-09-05,XGB_optuna_smote_513eddb2,0.030145347
372,2025-09-05,XGB_optuna_smote_513eddb2,0.0088987285
373,2025-09-05,XGB_optuna_smote_513eddb2,0.05313659
374,2025-09-05,XGB_optuna_smote_513eddb2,0.017899204
375,2025-09-05,XGB_optuna_smote_513eddb2,0.009679208
376,2025-09-05,XGB_optuna_smote_513eddb2,0.001676481
377,2025-09-05,XGB_optuna_smote_513eddb2,0.024365565
378,2025-09-05,XGB_optuna_smote_513eddb2,0.9859883
379,2025-09-05,XGB_optuna_smote_513eddb2,0.009843705
380,2025-09-05,XGB_optuna_smote_513eddb2,0.049034055
381,2025-09-05,XGB_optuna_smote_513eddb2,0.9908214
382,2025-09-05,XGB_optuna_smote_513eddb2,0.018154234
383,2025-09-05,XGB_optuna_smote_513eddb2,0.007921563
384,2025-09-05,XGB_optuna_smote_513eddb2,0.017179284
385,2025-09-05,XGB_optuna_smote_513eddb2,0.05396795
386,2025-09-05,XGB_optuna_smote_513eddb2,0.00023537695
387,2025-09-05,XGB_optuna_smote_513eddb2,0.0010506666
388,2025-09-05,XGB_optuna_smote_513eddb2,0.0007026888
389,2025-09-05,XGB_optuna_smote_513eddb2,0.013184668
390,2025-09-05,XGB_optuna_smote_513eddb2,0.0005980098
391,2025-09-05,XGB_optuna_smote_513eddb2,0.00029858237
392,2025-09-05,XGB_optuna_smote_513eddb2,0.009226385
393,2025-09-05,XGB_optuna_smote_513eddb2,0.0017231625
394,2025-09-05,XGB_optuna_smote_513eddb2,0.00030244497
395,2025-09-05,XGB_optuna_smote_513eddb2,0.008273492
396,2025-09-05,XGB_optuna_smote_513eddb2,0.011933259
397,2025-09-05,XGB_optuna_smote_513eddb2,0.041925773
398,2025-09-05,XGB_optuna_smote_513eddb2,0.006809166
399,2025-09-05,XGB_optuna_smote_513eddb2,0.019377828
400,2025-09-05,XGB_optuna_smote_513eddb2,0.0046156673
401,2025-09-05,XGB_optuna_smote_513eddb2,0.37298384
402,2025-09-05,XGB_optuna_smote_513eddb2,0.98591596
403,2025-09-05,XGB_optuna_smote_513eddb2,0.996077
404,2025-09-05,XGB_optuna_smote_513eddb2,0.025309365
405,2025-09-05,XGB_optuna_smote_513eddb2,0.008743983
406,2025-09-05,XGB_optuna_smote_513eddb2,0.022044942
407,2025-09-05,XGB_optuna_smote_513eddb2,0.008090676
408,2025-09-05,XGB_optuna_smote_513eddb2,0.00088781206
409,2025-09-05,XGB_optuna_smote_513eddb2,0.00039588925
410,2025-09-05,XGB_optuna_smote_513eddb2,0.009738601
411,2025-09-05,XGB_optuna_smote_513eddb2,0.00022700225
412,2025-09-05,XGB_optuna_smote_513eddb2,0.023244258
413,2025-09-05,XGB_optuna_smote_513eddb2,0.008830566
414,2025-09-05,XGB_optuna_smote_513eddb2,0.004514895
415,2025-09-05,XGB_optuna_smote_513eddb2,0.00083916273
416,2025-09-05,XGB_optuna_smote_513eddb2,0.019392522
417,2025-09-05,XGB_optuna_smote_513eddb2,0.07574579
418,2025-09-05,XGB_optuna_smote_513eddb2,0.010168309
419,2025-09-05,XGB_optuna_smote_513eddb2,0.0021154194
420,2025-09-05,XGB_optuna_smote_513eddb2,0.0033774837
421,2025-09-05,XGB_optuna_smote_513eddb2,0.9945633
422,2025-09-05,XGB_optuna_smote_513eddb2,8.6992906e-05
423,2025-09-05,XGB_optuna_smote_513eddb2,0.0017280334
424,2025-09-05,XGB_optuna_smote_513eddb2,0.010088667
425,2025-09-05,XGB_optuna_smote_513eddb2,0.083387725
426,2025-09-05,XGB_optuna_smote_513eddb2,0.00015210263
427,2025-09-05,XGB_optuna_smote_513eddb2,0.01583022
428,2025-09-05,XGB_optuna_smote_513eddb2,0.008575649
